2023-05-19 16:51:02,331] - run - INFO in products:21:__del__    Destroying Products App ...
2023-05-19 16:51:08,628] - run - INFO in products:14:__init__   Initializing Products app...
2023-05-19 16:51:08,645] - run - INFO in products:36:post       Received a POST request
2023-05-19 16:51:08,647] - run - INFO in products:21:__del__    Destroying Products App ...
2023-05-19 17:06:06,563] - run - INFO in products:14:__init__   Initializing Products app...
2023-05-19 17:06:06,637] - run - INFO in products:31:get        Received a GET request
2023-05-19 17:06:06,643] - run - INFO in products:21:__del__    Destroying Products App ...
2023-05-19 17:06:12,024] - run - INFO in products:14:__init__   Initializing Products app...
2023-05-19 17:06:12,038] - run - INFO in products:36:post       Received a POST request
2023-05-19 17:06:12,041] - run - INFO in products:38:post       Received a POST request, with data,ImmutableMultiDict([])
2023-05-19 17:07:03,797] - run - INFO in products:14:__init__   Initializing Products app...
2023-05-19 17:07:03,864] - run - INFO in products:31:get        Received a GET request
2023-05-19 17:07:03,865] - run - INFO in products:21:__del__    Destroying Products App ...
2023-05-19 17:07:10,042] - run - INFO in products:14:__init__   Initializing Products app...
2023-05-19 17:07:10,056] - run - INFO in products:31:get        Received a GET request
2023-05-19 17:07:10,062] - run - INFO in products:21:__del__    Destroying Products App ...
2023-05-19 17:07:15,030] - run - INFO in products:14:__init__   Initializing Products app...
2023-05-19 17:07:15,048] - run - INFO in products:36:post       Received a POST request
2023-05-19 17:07:15,052] - run - INFO in products:38:post       Received a POST request, with data,ImmutableMultiDict([])
2023-05-19 17:07:15,052] - run - INFO in products:21:__del__    Destroying Products App ...
2023-05-19 17:08:06,815] - run - INFO in products:14:__init__   Initializing Products app...
2023-05-19 17:08:06,875] - run - INFO in products:31:get        Received a GET request
2023-05-19 17:08:06,883] - run - INFO in products:21:__del__    Destroying Products App ...
2023-05-19 17:08:11,075] - run - INFO in products:14:__init__   Initializing Products app...
2023-05-19 17:08:11,089] - run - INFO in products:36:post       Received a POST request
2023-05-19 17:08:11,092] - run - INFO in products:38:post       Received a POST request, with data,ImmutableMultiDict([])
2023-05-19 17:08:11,093] - run - INFO in products:21:__del__    Destroying Products App ...
2023-05-19 17:08:52,981] - run - INFO in products:14:__init__   Initializing Products app...
2023-05-19 17:08:53,049] - run - INFO in products:31:get        Received a GET request
2023-05-19 17:08:53,053] - run - INFO in products:21:__del__    Destroying Products App ...
2023-05-19 17:09:04,222] - run - INFO in products:14:__init__   Initializing Products app...
2023-05-19 17:09:04,237] - run - INFO in products:36:post       Received a POST request
2023-05-19 17:09:04,240] - run - INFO in products:38:post       Received a POST request, with data,ImmutableMultiDict([])
2023-05-19 17:09:04,241] - run - INFO in products:21:__del__    Destroying Products App ...
2023-05-19 17:12:37,905] - run - INFO in products:14:__init__   Initializing Products app...
2023-05-19 17:12:37,983] - run - INFO in products:31:get        Received a GET request
2023-05-19 17:12:37,988] - run - INFO in products:21:__del__    Destroying Products App ...
2023-05-19 17:12:46,317] - run - INFO in products:14:__init__   Initializing Products app...
2023-05-19 17:12:46,332] - run - INFO in products:36:post       Received a POST request
2023-05-19 17:12:46,335] - run - INFO in products:38:post       Received a POST request, with data,ImmutableMultiDict([])
2023-05-19 17:13:17,876] - run - INFO in products:14:__init__   Initializing Products app...
2023-05-19 17:13:17,943] - run - INFO in products:31:get        Received a GET request
2023-05-19 17:13:17,948] - run - INFO in products:21:__del__    Destroying Products App ...
